section_one,section_two,label
"She said she told O 'Donnell , "" Your mother died of breast cancer .","Spengler replied , "" Didn 't your mother die of breast cancer ?",0
The group expects to roll out the first products by the second half of 2004 .,The new group ambitiously expects to issue guidelines by the end of the year and release products by late 2004 .,0
The benchmark 10-year note US10YT = RR rose 11 / 32 for a yield of 3.25 percent .,The benchmark 10-year Bund yield was down 5.2 basis points at 3.60 percent .,0
""" It seems to be following the sun , "" said Graham Cluley , senior technology consultant at antivirus vendor Sophos .",""" This is a clear attempt to pinch money , "" said Graham Cluley , senior technology consultant with U.K.-based Sophos PLC .",0
Prosecutor Jim Hardin called the decision a victory for Kathleen Peterson 's family .,Members of Kathleen Peterson 's family were not present .,0
"The staged scene , covering several acres , featured smashed cars and buses , ruined buildings , scattered debris and spot fires .","Smashed cars and buses , ruined buildings , scattered debris and spot fires added to the realism .",0
"SCO net income of $ 4.5 million , or 33 cents per share , on revenue of $ 21.4 million , in 2003 's second fiscal quarter , ended April 30 .","In the first quarter , SCO had reported a net loss of $ 724,000 , or 6 cents per diluted share , on revenue of $ 13.5 million .",0
ODonnell was just 3-of-5 for 24 yards and no touchdowns or interceptions a year ago .,"The 13-year veteran has passed for 21,438 yards and 118 touchdowns with 67 interceptions .",0
She was persuaded not to resign but she was expected to be the victim of a forthcoming ministerial reshuffle .,But she was expected to be a victim in a forthcoming ministerial reshuffle .,0
Schools that fail to meet state goals for three years in a row must offer tutoring in addition to transfers .,Schools that don 't meet the testing goals for two years in a row must offer transfers .,0
"Analysts expected earnings of 27 cents a share on revenue of $ 17.7 billion , Thomson First Call says .","Hewlett-Packard is putting in for a second-quarter profit of $ 659 million , or 29 cents a share , on revenue of $ 18 billion .",0
The German finance ministry on Monday said there was no case for softening .,"Finnish Finance Minister Antti Kalliomaki said : "" There is no room for a softening . """,0
""" We are confident that this issue will be behind us by mid-year , "" said Nestle spokesman Francois Perroud , who declined to comment further .",""" We are confident that this issue will be behind us by midyear , "" said Nestlé spokesman Francois Perroud .",0
"PLAYRIGHT George Axelrod , who anticipated the sexual revolution with The Seven Year Itch and Will Success Spoil Rock Hunter ?","From Broadway comedies like "" The Seven Year Itch "" ( 1952 ) , "" Will Success Spoil Rock Hunter ? """,0
"The Web site is registered to Parson under his home address , allowing investigators to trace him easily .","The t33kid.com site is registered to Parson at an address in Hopkins , Minnesota .",0
"The Hubble Space Telescope 's newest picture of Mars shows summer on the Red Planet just as it makes its closest pass by Earth in 60,000 years .","The pictures were taken late Tuesday and early Wednesday as the as the planet made its closest pass by Earth in 60,000 years .",0
"The Fed 's Empire State survey far exceeded expectations by jumping to 26.8 in June , a record high , from 10.6 in May .","Prices had pulled back from offshore highs when the Empire State survey far exceeded expectations by jumping to 26.8 in June , a record high , from 10.6 in May .",0
"Nursing schools turned away more than 5,000 qualified applicants in the past year because of shortages of faculty and classroom space .","The American Association of Nursing Colleges reported that schools turned away more than 5,000 qualified applicants last year .",0
"The best the investigators can do is nitpick about the process and substance of isolated business decisions ... and question his competence as a manager . ""","Ebbers ' lawyer , Reid Weingarten , said despite the thorough investigation , "" the best the investigators can do is nitpick about the process and substance of isolated business decisions . """,0
"Although Mr Sorbello was taken to hospital for a check-up , he was later released .","Mr Sorbello was taken to hospital for a check-up and later released , while Mr Pennisi thinks he may have cracked ribs .",0
"Their ancestors are coming home at last -- the healing can finally begin , ' ' delegation leader Bob Weatherall told Reuters by telephone after the ceremony .","The anguish will begin to end and the healing will commence , ' ' delegation leader Bob Weatherall told Reuters by telephone .",0
Ms. Kethley has said she also repeatedly denied his accusations .,"Ms. Kethley , who has repeatedly denied any infidelity , has recounted a similar story .",0
"A federal appeals court ruled Tuesday that the government was free to withhold the names of more than 700 people detained in the aftermath of Sept . 11 , 2001 .","A federal appeals court ruled Tuesday that the U.S. government can withhold the names of people detained as part of the September 11 investigation , reversing a lower court decision .",0
"There are no suspects in the shooting , which took place around 9 : 15 p.m. on Wednesday at East 126th Street and Fifth Avenue , the police said .",Police said there was an argument before the slaying at East 126th Street and Fifth Avenue around 9 p.m.,0
""" But the reality is that there needs to be a big structural change , "" she added , "" and you can 't do that without funding . """,""" But the reality is that there needs to be a big structural change , "" Dr. Goin added .",0
"Knight had 29 interceptions in his six years with the Saints , including 17 the last three seasons .","Knight has 29 interceptions in six seasons , all with New Orleans -- including a team-high five last season .",0
The series will be known as the NASCAR Nextel Cup .,Before that the division was known as the NASCAR Grand National Series .,0
That objection was cited by PeopleSoft 's board in rejecting Oracle 's offer .,PeopleSoft 's board has recommended stockholders reject the offer .,0
"The giant rock was first observed on August 24 by Lincoln Near-Earth Asteroid Research Program , based in Socorro , New Mexico .","The rock was first observed by the Lincoln Near Earth Asteroid Research Program , also known as LINEAR .",0
"Sirius carries National Public Radio , although it doesn 't include popular shows such as "" All Things Considered "" and "" Morning Edition . ""","Sirius recently began carrying National Public Radio , a deal pooh-poohed by XM because it doesn 't include popular shows like All Things Considered and Morning Edition .",0
"The unemployment rate rose a tenth of a percentage point to 6.1 % , the highest level since July 1994 .",The unemployment rate is predicted to have ticked up a percentage point to 6.1 % .,0
She had been barred on the grounds that her headscarf would violate the state 's neutrality in religion .,The school had argued that it violated the state 's neutrality in religion .,0
"Without admitting or denying the S.E.C. ' s allegations , Mr. Markovitz agreed to a permanent ban from associating with an investment adviser or mutual fund .",He has agreed to a lifetime ban from association with an investment adviser or mutual fund .,0
